MMSI,Time,SOG,Longitude,Latitude,COG
760,19900105_214531,8.6,-14.4751833,8.39866667,113
748,19900105_214605,13.7,-14.6376583,8.44287,117.6
1,19900105_214612,0,-14.61286,8.367985,17.3
748,19900105_214654,13.9,-14.633435,8.44150667,115.6
748,19900105_214705,13.6,-14.632505,8.44121833,115.2
748,19900105_214706,13.6,-14.632505,8.44121833,115.2
748,19900105_214717,13.7,-14.6314583,8.44090667,114.2
748,19900105_214720,13.7,-14.6312883,8.44085167,114.5
748,19900105_214723,13.6,-14.6309517,8.440745,115.3
760,19900105_214731,8.6,-14.46855,8.3969,110
612,19900105_214732,11.4,-14.4151667,8.37706667,110
748,19900105_214735,13.6,-14.6299117,8.44045667,113.3
748,19900105_214739,13.4,-14.629575,8.440355,113.9
760,19900105_214742,8.6,-14.4678667,8.39675,110
748,19900105_214748,13.1,-14.628825,8.44013,113.6
600,19900105_214749,11.6,-14.4184183,8.42666333,291.2
748,19900105_214759,13,-14.62792,8.439865,114.1
760,19900105_214802,8.6,-14.4668,8.39648333,110
748,19900105_214809,12.7,-14.6272,8.439655,114
456,19900105_214810,17.2,-14.5335,8.408,117
760,19900105_214811,8.6,-14.4663,8.39635,110
760,19900105_214811,8.6,-14.4663,8.39635,110
748,19900105_214909,11.9,-14.6226117,8.43820333,115.9
456,19900105_214917,17.3,-14.5265,8.4055,117
1,19900105_214933,0,-14.61286,8.36799833,351.2
612,19900105_214933,11.1,-14.4064667,8.37483333,110
600,19900105_214940,11.4,-14.4268833,8.42899667,291.4
760,19900105_214952,8.6,-14.4607167,8.39481667,113
456,19900105_214958,17.4,-14.5218333,8.404,116
456,19900105_215010,17.4,-14.5206667,8.4035,117
456,19900105_215017,17.4,-14.52,8.40333333,117
612,19900105_215032,10.7,-14.4014667,8.3736,110
1,19900105_215034,0,-14.6128567,8.367985,16.1
600,19900105_215040,12.4,-14.4314967,8.43026167,293.9
612,19900105_215042,10.8,-14.4007667,8.37341667,110
760,19900105_215051,8.6,-14.4575,8.39385,114
456,19900105_215052,17.4,-14.5161667,8.40216667,116
456,19900105_215058,17.4,-14.5155,8.40183333,116
456,19900105_215104,17.5,-14.5148333,8.40166667,116
748,19900105_215109,10.6,-14.61413,8.43557667,115.2
1,19900105_215134,0,-14.6128433,8.36801667,15
456,19900105_215140,17.5,-14.5108333,8.40033333,116
600,19900105_215150,12,-14.4368767,8.43174,293.2
760,19900105_215151,8.6,-14.4542333,8.39285,114
456,19900105_215158,17.6,-14.5088333,8.39966667,116
612,19900105_215213,10.9,-14.3945167,8.37178333,111
1,19900105_215233,0,-14.6128117,8.36797333,357.7
748,19900105_215308,9.9,-14.6065117,8.43312833,115
612,19900105_215313,10.8,-14.3899,8.37046667,112
600,19900105_215329,11.9,-14.4446117,8.433845,292.8
760,19900105_215342,8.5,-14.44805,8.39106667,113
456,19900105_215347,17.6,-14.497,8.396,116
760,19900105_215443,8.6,-14.4448167,8.39013333,113
456,19900105_215447,17.6,-14.4903333,8.39383333,116
456,19900105_215517,17.7,-14.487,8.39266667,116
612,19900105_215524,11,-14.3806333,8.36805,113
1,19900105_224944,0,-14.6128367,8.36799833,359.1
1,19900105_224954,0,-14.6128433,8.36799833,343.5
456,19900105_225031,17,-14.1276667,8.279,113
456,19900105_225107,17,-14.1236667,8.27783333,113
600,19900105_225139,10.8,-14.697205,8.50294,294.6
662,19900106_044632,15,-14.5653333,8.46485,290
662,19900106_044632,15,-14.5653333,8.46485,290
662,19900106_044657,15.2,-14.5677,8.46543333,291
662,19900106_044657,15.2,-14.5677,8.46543333,291
656,19900106_044939,11.5,-14.179,8.36126667,293
656,19900106_045020,11.5,-14.1822667,8.36221667,293
662,19900106_045021,14.8,-14.5874833,8.47086667,292
662,19900106_045033,14.8,-14.58825,8.47108333,292
1,19900106_051413,0.1,-14.6128283,8.36800333,9.5
1,19900106_051443,0.1,-14.612815,8.368035,7.5
656,19900106_051450,11.5,-14.2902,8.3933,292
701,19900106_051454,13.3,-14.0417817,8.26445,113.1
1,19900106_051455,0.1,-14.612825,8.36803667,9.1
822,19900106_051508,9.9,-14.1621983,8.29765667,114.8
701,19900106_051513,13.3,-14.0401517,8.263985,112.9
1,19900106_051513,0.1,-14.612835,8.36802333,0.6
656,19900106_051520,11.6,-14.2926167,8.39393333,292
656,19900106_051541,11.6,-14.2941,8.39433333,292
701,19900106_051543,13.4,-14.037575,8.26324667,112.7
822,19900106_051546,9.9,-14.1598117,8.29694333,114.3
701,19900106_051552,13.4,-14.03672,8.26300667,112.8
656,19900106_051559,11.6,-14.2955167,8.39473333,292
662,19900106_051624,12.3,-14.7280667,8.50923333,271
822,19900106_051627,9.9,-14.1571783,8.29616,114.3
656,19900106_051641,11.6,-14.2988167,8.39563333,292
701,19900106_051652,13.4,-14.0316117,8.26164,112.1
662,19900106_051705,12,-14.7325,8.50936667,270
1,19900106_051713,0.1,-14.6128583,8.36803167,2.1
662,19900106_051724,11.8,-14.73385,8.50938333,271
822,19900106_051727,9.8,-14.1534317,8.29505167,113.7
662,19900106_051735,11.8,-14.7348333,8.50941667,271
701,19900106_051753,13.4,-14.0263867,8.26022333,112.4
465,19900106_051809,0.5,-14.6171617,8.25654,339.3
1,19900106_051813,0.1,-14.6128217,8.36802167,2.6
701,19900106_051814,13.4,-14.0245783,8.259715,112.3
656,19900106_051820,11.6,-14.3060667,8.3976,291
662,19900106_051824,12.1,-14.7381167,8.50941667,271
701,19900106_051833,13.3,-14.0229617,8.25927167,112.1
662,19900106_051835,12.3,-14.7391333,8.50941667,271
656,19900106_051841,11.5,-14.3075667,8.398,292
701,19900106_051853,13.4,-14.0212617,8.25880333,112.5
1,19900106_051854,0.1,-14.612835,8.368045,7.3
662,19900106_051906,12.4,-14.74155,8.50946667,272
1,19900106_051913,0.1,-14.6128533,8.368045,4.7
701,19900106_051913,13.3,-14.0194667,8.25828,113
656,19900106_051920,11.5,-14.3105167,8.39881667,293
662,19900106_051924,12.2,-14.7432667,8.5095,272
822,19900106_051926,9.8,-14.1460583,8.29283333,114.3
701,19900106_051933,13.3,-14.0178483,8.25781167,113.4
662,19900106_051935,12.4,-14.7443167,8.50953333,272
662,19900106_051946,12.3,-14.745,8.50955,271
701,19900106_051953,13.3,-14.0160617,8.25730167,113.4
1,19900106_051953,0.1,-14.6128467,8.36806667,355.4
444,19900106_051954,11.6,-13.9990083,8.24166667,113.5
662,19900106_051955,12.6,-14.74605,8.50955,271
656,19900106_052000,11.6,-14.3134333,8.39963333,293
444,19900106_052003,11.6,-13.99842,8.24149333,113.3
701,19900106_052003,13.3,-14.0152117,8.25706167,113.1
1,19900106_052004,0.1,-14.6128333,8.36807167,9.6
662,19900106_052005,12.7,-14.7466667,8.50956667,271
656,19900106_052009,11.6,-14.3143167,8.39988333,292
1,19900106_052013,0.1,-14.6128567,8.36806333,8.7
701,19900106_052013,13.3,-14.0143617,8.256825,113
656,19900106_052020,11.6,-14.3149167,8.40003333,292
662,19900106_052024,12.3,-14.74845,8.5096,271
822,19900106_052026,9.8,-14.1424233,8.29170833,114.9
656,19900106_052029,11.6,-14.3158167,8.40028333,292
701,19900106_052033,13.3,-14.0127467,8.25637,112.6
1,19900106_052033,0.1,-14.6128283,8.36803167,4.6
662,19900106_052035,12.2,-14.74945,8.5096,270
822,19900106_052046,9.8,-14.14113,8.29130167,114.9
444,19900106_052103,11.6,-13.9939817,8.24021833,113.9
662,19900106_052105,12.5,-14.7522167,8.50965,272
822,19900106_052106,9.8,-14.1399017,8.29091833,114.9
1,19900106_052114,0.1,-14.6128433,8.36803667,1.9
656,19900106_052119,11.5,-14.31935,8.40126667,293
444,19900106_052123,11.6,-13.99244,8.23976167,114.2
662,19900106_052124,12.6,-14.7536167,8.50966667,271
822,19900106_052126,9.8,-14.138735,8.29055333,114.9
701,19900106_052133,13.3,-14.00759,8.25490667,112.9
1,19900106_052133,0.1,-14.6128517,8.368015,10.1
662,19900106_052134,12.3,-14.75465,8.50968333,271
656,19900106_052140,11.5,-14.3208167,8.40168333,293
656,19900106_052149,11.5,-14.3216333,8.40191667,292
1,19900106_052153,0.1,-14.61289,8.368035,355.8
822,19900106_052226,9.8,-14.1350467,8.28939833,114.9
1,19900106_052233,0.1,-14.6128417,8.36802833,0.1
656,19900106_052240,11.5,-14.3253167,8.40293333,292
822,19900106_052246,9.8,-14.133825,8.289005,115.5
701,19900106_052314,13.4,-13.9990617,8.25244167,113.9
701,19900106_052333,13.3,-13.997445,8.25197,113.6
656,19900106_052340,11.4,-14.3297333,8.40415,292
656,19900106_052401,11.4,-14.3311333,8.40451667,292
662,19900106_052405,12.9,-14.7678833,8.50991667,271
656,19900106_052420,11.3,-14.3326167,8.40486667,292
701,19900106_052433,13.3,-13.992345,8.250475,113.4
656,19900106_052501,11.4,-14.33555,8.40568333,292
822,19900106_052506,9.8,-14.1252467,8.28623833,116
701,19900106_052513,13.3,-13.98887,8.24945,113.6
656,19900106_052520,11.5,-14.3370167,8.40606667,291
662,19900106_052524,12.4,-14.7749833,8.51006667,272
822,19900106_052526,9.8,-14.1240167,8.28584667,115.5
656,19900106_062338,10.1,-14.5819,8.47041667,292
656,19900106_062338,10.1,-14.5819,8.47041667,292
656,19900106_062420,10.1,-14.5844333,8.47106667,291
656,19900106_062420,10.1,-14.5844333,8.47106667,291
59,19900106_062447,11.5,-13.8521,8.28299667,279.8
59,19900106_062447,11.5,-13.8521,8.28299667,279.8
656,19900106_062520,10,-14.5886,8.47218333,291
656,19900106_062520,10,-14.5886,8.47218333,291
1,19900106_062532,0,-14.61284,8.36800167,5.6
1,19900106_062532,0,-14.61284,8.36800167,5.6
656,19900106_062720,9.7,-14.5960333,8.47408333,291
656,19900106_062720,9.7,-14.5960333,8.47408333,291
822,19900106_063626,10.5,-13.84495,8.22031,91.5
1,19900106_063653,0,-14.6128467,8.368,30.7
822,19900106_063746,10.5,-13.8392183,8.22031,89.1
1,19900106_064153,0,-14.6128417,8.36800667,222.6
903,19900106_065241,10.6,-13.80387,8.283425,276.5
903,19900106_065441,10.7,-13.81264,8.28417167,277.1
903,19900106_065502,10.7,-13.8140883,8.28429,277.4
59,19900106_065551,11.2,-13.9968333,8.30833333,292.8
1,19900106_065555,0,-14.6128467,8.36797667,339.4
1,19900106_065655,0,-14.6128617,8.36802667,337.9
656,19900106_065702,8.2,-14.7026833,8.50263333,293
903,19900106_065702,10.9,-13.82306,8.28512333,277.7
1,19900106_065736,0,-14.61282,8.36798667,343.5
903,19900106_065742,10.9,-13.8259633,8.28539167,277.9
656,19900106_065742,8.5,-14.7047833,8.50326667,293
1,19900106_065755,0,-14.61284,8.36796167,337.9
903,19900106_065802,10.8,-13.8274583,8.28553333,277.9
903,19900106_065811,10.8,-13.8281317,8.28559667,277.8
903,19900106_065842,10.8,-13.830385,8.28581667,278.3
656,19900106_065902,8.8,-14.7092667,8.50455,293
903,19900106_065902,10.8,-13.8319517,8.28597667,278.6
903,19900106_065911,10.8,-13.83262,8.28604333,278.4
903,19900106_065941,10.8,-13.834905,8.28627833,278.7
903,19900106_070011,10.8,-13.8370683,8.28649,279.3
59,19900106_070050,11.4,-14.019,8.31433333,292.4
903,19900106_070101,10.9,-13.8408517,8.28687833,279.4
1,19900106_070116,0,-14.612855,8.36798167,17.2
59,19900106_070150,11.3,-14.0235,8.3155,292.3
1,19900106_070216,0,-14.612845,8.36801333,26.8
903,19900106_070220,10.9,-13.8466817,8.28749667,278.7
59,19900106_070251,11.4,-14.0278333,8.31666667,292.7
656,19900106_070322,8.5,-14.7241833,8.50795,284
59,19900106_070351,11.4,-14.0323333,8.31783333,293.7
656,19900106_070401,8.5,-14.72665,8.50816667,276
656,19900106_070421,8.3,-14.7277833,8.50825,275
656,19900106_070521,8.4,-14.7312333,8.50826667,269
903,19900106_070540,10.9,-13.8615367,8.28913,279.8
656,19900106_070601,8.6,-14.7336333,8.5083,270
656,19900106_070611,8.6,-14.7343667,8.50831667,270
656,19900106_075959,8.2,-14.9304167,8.51273333,270
656,19900106_075959,8.2,-14.9304167,8.51273333,270
1,19900106_080212,0,-14.61287,8.36799,3.2
1,19900106_080212,0,-14.61287,8.36799,3.2
903,19900106_080218,10.6,-14.102345,8.34380167,293.2
903,19900106_080218,10.6,-14.102345,8.34380167,293.2
749,19900106_080316,11.7,-14.80075,8.47813333,88
749,19900106_080316,11.7,-14.80075,8.47813333,88
656,19900106_080320,8.1,-14.9421833,8.5129,272
656,19900106_080320,8.1,-14.9421833,8.5129,272
903,19900106_080337,10.6,-14.1078067,8.34533667,293
903,19900106_080337,10.6,-14.1078067,8.34533667,293
749,19900106_082635,12.8,-14.6842333,8.46633333,117
903,19900106_082639,10.8,-14.1998733,8.37239833,292.9
1,19900106_082653,0,-14.61284,8.368005,349.6
903,19900106_082659,10.8,-14.2013233,8.3728,292.9
59,19900106_082709,11.6,-14.4,8.4205,293.5
4,19900106_082713,12.6,-13.9597333,8.29685,293.6
1,19900106_082714,0,-14.6128467,8.36799333,357.4
749,19900106_082716,12.9,-14.6811167,8.46523333,118
59,19900106_082749,11.6,-14.4031667,8.42133333,293.2
59,19900106_082848,11.6,-14.4076667,8.4225,293.3
903,19900106_082938,10.8,-14.2122617,8.375945,292.9
749,19900106_083710,12.6,-14.6343,8.44693333,121
4,19900106_083716,12.5,-14.0078333,8.31045,293.7
4,19900106_083816,12.4,-14.0126,8.31185,293.7
903,19900106_083822,10.9,-14.248365,8.386335,292
59,19900106_083944,11.3,-14.4563333,8.436,292.8
59,19900106_092629,9.5,-14.6371667,8.489,294.9
1,19900106_092653,0.1,-14.61282,8.368025,16
903,19900106_092838,11,-14.4659017,8.44346833,290.3
749,19900106_092855,8.9,-14.43215,8.38045,114
1,19900106_092914,0.1,-14.61282,8.368005,17.8
474,19900106_092917,11.3,-14.9,8.47575,87
4,19900106_093113,12.6,-14.26385,8.38105,291.8
1,19900106_093132,0.1,-14.6128517,8.36802833,26.5
903,19900106_093138,10.9,-14.4786567,8.44673667,290.8
4,19900106_093213,12.7,-14.2687667,8.38235,291.5
272,19900106_093213,0.1,-14.612465,8.36712833,44
903,19900106_093238,10.8,-14.4829133,8.44788667,292.7
474,19900106_093338,11.4,-14.8794167,8.47603333,84
1,19900106_093353,0.1,-14.612855,8.36801833,15.7
59,19900106_093515,9.9,-14.6705,8.49833333,290.4
474,19900106_093515,11.5,-14.8714667,8.47648333,85
4,19900106_093522,12.8,-14.2844833,8.38645,291.3
749,19900106_093535,9.7,-14.4089667,8.37415,110
903,19900106_093538,10.1,-14.4948817,8.45121167,292.3
474,19900106_093556,11.6,-14.8682667,8.47661667,85
59,19900106_093609,10,-14.674,8.49933333,292
59,19900106_093609,10,-14.674,8.49933333,292
474,19900106_093616,11.5,-14.8666667,8.47663333,87
474,19900106_093616,11.5,-14.8666667,8.47663333,87
4,19900106_093622,12.6,-14.28945,8.3877,290.4
1,19900106_093714,0.1,-14.612835,8.36800333,21.6
1,19900106_093714,0.1,-14.612835,8.36800333,21.6
474,19900106_093716,11.4,-14.8621667,8.47675,87
474,19900106_093716,11.4,-14.8621667,8.47675,87
59,19900106_093742,10.2,-14.6801667,8.501,292.7
59,19900106_093742,10.2,-14.6801667,8.501,292.7
1,19900106_093954,0.1,-14.6128367,8.36801833,24.2
1,19900106_093954,0.1,-14.6128367,8.36801833,24.2
1,19900106_095513,0.1,-14.6128,8.36802,16.5
474,19900106_095517,12.6,-14.77435,8.47938333,91
1,19900106_095533,0.1,-14.612825,8.36802667,24.9
474,19900106_095537,12.6,-14.7726833,8.47935,91
59,19900106_095549,9.9,-14.7543333,8.511,270.2
1,19900106_095552,0.1,-14.6128117,8.36800333,25.5
749,19900106_095556,11.1,-14.3251833,8.34946667,115
719,19900106_095609,13,-13.8009483,8.27906333,277.7
1,19900106_095614,0.1,-14.6128517,8.36800333,25.2
474,19900106_095618,12.7,-14.7692,8.47918333,94
903,19900106_095620,9.4,-14.56872,8.4726,298.5
943,19900106_095628,15.5,-13.926355,8.29128333,279.7
474,19900106_095638,12.8,-14.7674333,8.47911667,93
1,19900106_095653,0.1,-14.61286,8.36801833,28.3
4,19900106_095713,12.8,-14.3933667,8.41578333,293.7
474,19900106_095718,12.8,-14.7639333,8.4791,91
903,19900106_095720,9.2,-14.5722683,8.47371667,292.8
4,19900106_095723,12.8,-14.3942,8.41601667,293.2
719,19900106_095729,13.1,-13.8081483,8.27971167,277.2
749,19900106_095756,11.1,-14.31685,8.34675,115
4,19900106_095803,12.7,-14.3975667,8.41696667,292.6
943,19900106_095809,15.2,-13.93676,8.292705,281.4
749,19900106_095816,11.1,-14.3155333,8.34631667,116
903,19900106_095820,9.3,-14.5757517,8.47485167,298
4,19900106_095822,12.7,-14.3991333,8.4174,292.7
719,19900106_095829,13.1,-13.8136317,8.28019667,278.4
59,19900106_095829,10.2,-14.766,8.511,269.8
1,19900106_095833,0.1,-14.6128367,8.36802,26.1
4,19900106_095903,12.7,-14.4023833,8.41828333,292.7
59,19900106_095909,10.3,-14.7688333,8.511,269.7
749,19900106_095916,11.2,-14.3114167,8.34496667,116
903,19900106_095919,9.3,-14.5792917,8.47603,294.3
4,19900106_095922,12.9,-14.4040333,8.41875,293.1
903,19900106_095928,9.2,-14.5798333,8.47616667,291.9
719,19900106_095929,13,-13.8189667,8.28085167,281.4
1,19900106_095933,0.1,-14.6128667,8.36801,23.9
749,19900106_100006,11.2,-14.30785,8.34375,116
59,19900106_100009,10.5,-14.7733333,8.511,271.2
1,19900106_100012,0.1,-14.61285,8.36800833,18.8
59,19900106_100015,10.5,-14.7738333,8.511,269.6
59,19900106_100015,10.5,-14.7738333,8.511,269.6
943,19900106_100015,15.1,-13.9498367,8.29463833,291.7
749,19900106_100016,11.3,-14.30715,8.34355,116
903,19900106_100019,9,-14.58274,8.47701167,296
4,19900106_100022,12.6,-14.4089333,8.42011667,292.9
943,19900106_100026,15.1,-13.9509083,8.29493833,293
903,19900106_100028,9,-14.5832733,8.47714333,293.7
59,19900106_100035,10.6,-14.7753333,8.511,270.9
59,19900106_100042,10.5,-14.7758333,8.511,270.5
474,19900106_100047,13.1,-14.74495,8.4781,95
4,19900106_100053,12.7,-14.41145,8.42081667,292.9
1,19900106_100053,0.1,-14.6128383,8.368,31
4,19900106_100103,12.6,-14.4122667,8.42105,293
1,19900106_100103,0.1,-14.612855,8.36801,17.9
749,19900106_100116,11.2,-14.3029167,8.34216667,115
903,19900106_100120,9.3,-14.5861833,8.478075,295.3
943,19900106_100121,15.1,-13.9561617,8.29646833,291.1
4,19900106_100122,12.6,-14.4138,8.42148333,292.9
943,19900106_100127,15.1,-13.956755,8.29661667,290.6
903,19900106_100129,9.3,-14.5866917,8.47826333,298.4
1,19900106_100134,0.1,-14.612855,8.36802167,27.6
749,19900106_100135,11.3,-14.3015833,8.34173333,115
474,19900106_100136,13.4,-14.7401,8.47798333,92
59,19900106_100138,10.5,-14.780065,8.51106833,269.6
719,19900106_100138,13,-13.8302567,8.2824,280.6
903,19900106_100148,9.2,-14.5877967,8.47866667,297
4,19900106_100153,12.6,-14.4163167,8.4222,292.8
1,19900106_100153,0.1,-14.6128617,8.36800167,23.4
749,19900106_100156,11.3,-14.3001,8.34125,115
4,19900106_100203,12.6,-14.41705,8.4224,292.9
1,19900106_100203,0.1,-14.6128783,8.36798667,22.2
749,19900106_100206,11.3,-14.2994667,8.34103333,115
474,19900106_100207,13.2,-14.7376167,8.47783333,94
719,19900106_100209,12.8,-13.8329717,8.28273167,280.7
4,19900106_100212,12.6,-14.4177833,8.4226,293
1,19900106_100212,0.1,-14.61289,8.367975,28.9
59,19900106_100213,10.6,-14.7826667,8.511,269.6
272,19900106_100213,0.1,-14.6124417,8.36705833,30.5
59,19900106_100216,10.6,-14.7828333,8.511,270.2
943,19900106_100216,15.3,-13.961625,8.297805,290
749,19900106_100216,11.3,-14.2987667,8.34081667,115
474,19900106_100217,13.3,-14.7365167,8.47776667,94
59,19900106_100222,10.6,-14.78338,8.51106833,269.2
4,19900106_100222,12.7,-14.4186833,8.42285,292.7
59,19900106_100226,10.6,-14.7836667,8.511,269.8
903,19900106_100229,9.4,-14.590185,8.479445,298.1
59,19900106_100229,10.6,-14.784,8.511,269.8
59,19900106_100232,10.5,-14.7841667,8.511,268.3
1,19900106_100234,0.1,-14.612885,8.36800667,22.8
943,19900106_100234,15.3,-13.963405,8.29825667,290.9
59,19900106_100236,10.5,-14.784435,8.51107333,269
474,19900106_100236,13.4,-14.73465,8.47775,91
59,19900106_100238,10.6,-14.7845867,8.51107,269.7
903,19900106_100239,9.4,-14.5907017,8.47962667,299.2
943,19900106_100239,15.4,-13.9638983,8.29838667,291.2
59,19900106_100242,10.6,-14.7848333,8.511,269.4
59,19900106_100245,10.5,-14.7851667,8.511,268.2
943,19900106_100246,15.3,-13.964585,8.29856833,291.4
903,19900106_100248,9.4,-14.5912883,8.47981833,296.2
59,19900106_100248,10.6,-14.7854167,8.51106167,270.3
59,19900106_100252,10.6,-14.7856667,8.511,269.6
4,19900106_100253,12.7,-14.4212,8.42355,292.7
1,19900106_100253,0.1,-14.6128667,8.36799667,23.8
59,19900106_100255,10.6,-14.7858333,8.511,269.6
474,19900106_100256,13.2,-14.7328167,8.47763333,93
903,19900106_100258,9.4,-14.5918567,8.48002833,298.2
719,19900106_100259,12.9,-13.8373733,8.28331,280.9
4,19900106_100303,12.7,-14.422,8.42378333,292.9
1,19900106_100303,0.1,-14.612845,8.368005,27.5
474,19900106_100306,13.3,-14.7320333,8.47758333,95
903,19900106_100308,9.4,-14.59242,8.48024333,297.8
719,19900106_100308,12.8,-13.8381683,8.283415,281.2
59,19900106_100309,10.7,-14.787,8.511,269.8
1,19900106_100312,0.1,-14.6128567,8.36801833,19.5
943,19900106_100316,15.8,-13.967535,8.29937667,292.4
474,19900106_100317,13.2,-14.7309833,8.47748333,95
903,19900106_100319,9.4,-14.5930817,8.48045,295.2
4,19900106_100322,12.6,-14.42355,8.4242,292.6
943,19900106_100327,15.1,-13.9686133,8.299675,291.7
474,19900106_100328,13.1,-14.73,8.47735,98
903,19900106_100329,9.5,-14.59362,8.48063833,298.2
59,19900106_100329,10.7,-14.7885,8.511,269.6
4,19900106_100332,12.5,-14.4243667,8.42443333,292.2
59,19900106_100338,10.6,-14.7891417,8.51103333,269
903,19900106_100339,9.5,-14.5941933,8.480865,298.6
943,19900106_100339,15.2,-13.9698,8.29999,291.1
943,19900106_100346,15.4,-13.9704983,8.30017,290.9
903,19900106_100348,9.5,-14.5947217,8.48104,296.8
943,19900106_100352,15.5,-13.971095,8.30032167,290.8
4,19900106_100353,12.5,-14.42605,8.42491667,293.5
1,19900106_100353,0.1,-14.61285,8.36801167,19.6
749,19900106_100356,11.4,-14.2916333,8.33848333,115
474,19900106_100357,12.7,-14.7274333,8.4769,103
4,19900106_100403,12.5,-14.4267833,8.42511667,292.9
903,19900106_100408,9.6,-14.5958633,8.48148833,299.5
59,19900106_100409,10.7,-14.7915,8.511,270.9
4,19900106_100411,12.5,-14.4275,8.42533333,292.7
943,19900106_100415,15.5,-13.9733967,8.30089333,289.9
474,19900106_100418,12.6,-14.7258,8.47653333,106
903,19900106_100419,9.6,-14.596575,8.48172667,297.6
4,19900106_100423,12.5,-14.4284,8.42556667,292.6
59,19900106_100423,10.7,-14.7925,8.511,269
474,19900106_100427,12.4,-14.7251667,8.47635,108
943,19900106_100427,15.4,-13.9746,8.301185,289.9
749,19900106_100435,11.4,-14.2888333,8.3376,114
474,19900106_100438,12.5,-14.72415,8.47613333,108
943,19900106_100439,15.3,-13.9757967,8.30147833,290.3
59,19900106_100443,10.7,-14.794,8.511,268.2
59,19900106_100449,10.8,-14.7945,8.511,270.1
943,19900106_100452,15.5,-13.9770917,8.301805,290.2
59,19900106_100453,10.8,-14.7948333,8.511,270.2
1,19900106_100454,0.1,-14.61284,8.36801667,17.7
474,19900106_100457,12.6,-14.7225333,8.47583333,107
719,19900106_100459,13,-13.8479967,8.28455667,277.6
59,19900106_100510,10.9,-14.7961667,8.511,271.1
4,19900106_100512,12.4,-14.43225,8.42661667,291.5
1,19900106_100513,0.1,-14.6128467,8.36799833,25.7
4,19900106_100513,12.4,-14.4324,8.42666667,291.4
943,19900106_100515,15.1,-13.979355,8.30238333,290.6
749,19900106_100517,11.5,-14.2859167,8.33663333,116
903,19900106_100519,9.4,-14.5999483,8.48304,302
4,19900106_100523,12.5,-14.4332167,8.42686667,291.4
943,19900106_100527,15.2,-13.980535,8.302685,290.5
59,19900106_100529,10.9,-14.7976667,8.511,270
1,19900106_100533,0.1,-14.6128867,8.36799333,13.2
749,19900106_100535,11.5,-14.2845667,8.33616667,116
59,19900106_100538,11,-14.798395,8.51092833,270.6
943,19900106_100539,15.3,-13.981715,8.30298333,290.7
474,19900106_100547,12.4,-14.7183167,8.47476667,111
903,19900106_100549,9.5,-14.6016367,8.4837,301.3
1,19900106_100554,0.1,-14.6128883,8.36799333,23.6
474,19900106_100557,12.4,-14.71765,8.47463333,109
4,19900106_100603,12.6,-14.4365667,8.42771667,291
943,19900106_100603,15.1,-13.9840583,8.30359,291.3
749,19900106_100606,11.5,-14.2822833,8.33541667,116
903,19900106_100608,9.2,-14.6027183,8.48410833,299.6
1,19900106_100612,0.1,-14.6128583,8.368025,14.4
749,19900106_100616,11.5,-14.2815667,8.33516667,116
719,19900106_100618,12.9,-13.85501,8.28516333,277.9
903,19900106_100619,9.3,-14.60333,8.48436167,301.4
749,19900106_100625,11.5,-14.281,8.33498333,116
943,19900106_100627,15.3,-13.9863967,8.30421167,292
1,19900106_100633,0.1,-14.61293,8.36798667,13.5
749,19900106_100635,11.5,-14.2804333,8.33478333,116
474,19900106_100638,12.3,-14.7145167,8.47378333,112
943,19900106_100639,15.1,-13.9875517,8.30453667,292.6
474,19900106_100657,12.1,-14.7128667,8.4732,116
4,19900106_100703,12.6,-14.4414,8.42898333,292
903,19900106_100708,9.2,-14.60609,8.48552167,302.1
4,19900106_100711,12.6,-14.4421333,8.42918333,291.8
1,19900106_100712,0.1,-14.61285,8.36798667,23.3
4,19900106_100713,12.6,-14.4422167,8.4292,291.6
719,19900106_100718,13,-13.8602417,8.28566333,278.5
903,19900106_100719,9.1,-14.6066417,8.48572833,300.8
749,19900106_100725,11.6,-14.2767167,8.33356667,116
903,19900106_100725,9.2,-14.607045,8.48586,297.8
943,19900106_100727,14.8,-13.9921433,8.30588667,293.2
59,19900106_100729,11.2,-14.8071667,8.511,271.4
903,19900106_100732,9,-14.6073767,8.48596833,297.2
4,19900106_100733,12.5,-14.4438333,8.42963333,292.2
1,19900106_100733,0.1,-14.612845,8.36803333,18.5
903,19900106_100737,7.4,-14.607715,8.48607667,296.8
1,19900106_100742,0.1,-14.6128583,8.36804,15.8
903,19900106_100748,8.9,-14.6083433,8.48623667,293.8
59,19900106_100752,11.2,-14.809,8.511,273.2
4,19900106_100753,12.6,-14.44545,8.43008333,292.6
1,19900106_100753,0.1,-14.612875,8.36801167,17.5
59,19900106_100755,11.1,-14.8093333,8.511,272.7
474,19900106_100757,12.3,-14.7081667,8.47178333,115
903,19900106_100758,8.5,-14.6088733,8.48631833,285.1
943,19900106_100758,15.1,-13.9951283,8.30673167,292.4
59,19900106_100758,11.2,-14.8095,8.511,272
1,19900106_100802,0.1,-14.61284,8.36800333,16
4,19900106_100802,12.6,-14.44635,8.43031667,292.3
749,19900106_100804,11.6,-14.27385,8.33261667,116
474,19900106_100806,12.2,-14.70765,8.4716,116
903,19900106_100808,8.4,-14.6094917,8.486435,287.8
1,19900106_100812,0.1,-14.612815,8.36801833,10.7
4,19900106_100812,12.6,-14.44715,8.43055,292.6
471,19900106_100815,0,-14.6131717,8.36854167,235.6
59,19900106_100815,11.2,-14.8108333,8.511,272.4
